Pantun,Pemantun,Himpunan,Tema,Jenis,Markah
"Membakar roti hendak dijaja,
tepungnya lunak tidak terhingga;
Sambal mesti ada di meja,
baru enak apapun juga.",CG Karmin Abbas,APP AI PANTUN WARISAN,Makanan,Makanan,25
"Prata tiga kuahnya kari,
banyak cili pedas rasanya;
makan tiga kali sehari,
dua kali bakso menunya.",CG Karmin Abbas,APP AI PANTUN WARISAN,Makanan,Pesan,25
"Gelatik merah terbang melayang,
berlaga angsa tepi perigi;
Dulu marah sekarang sayang,
esok lusa bergaduh lagi.",CG Karmin Abbas,Program Pantun Museum Deli Serdang,Politik,Sindiran,25
"Nyiur gading puncak mahligai,
sayang ketupat berisi inti;
Hancur daging tulang berkecai,
jangan khianat kepada parti.",Tiada,Program Pantun Museum Deli Serdang,Parti,Politik,23
"Menggenggam busur sendinya gangsa,
corak hiasan perekat timah;
Ayuhlah susur sejarah bangsa,
ada warisan adalah hikmah.",CG Karmin Abbas ,Program Pantun Museum Deli Serdang,Warisan,Semangat,25
"Mentok ada ayampun ada,
apa aja kita sembelih;
Suka ada benci pun ada,
rakan kerja jangan memilih.",CG Karmin Abbas,Program Pantun Museum Deli Serdang,Rakan Kerja,Nasihat,25
"Tanahnya rata bersegi-segi,
sebilah parang di pangkal nangka;
Jangan kita berhidung tinggi,
nanti orang jadi tak suka.",CG Karmin Abbas,Program Pantun Museum Deli Serdang,Sikap negatif,Peribahasa,25
"Panen cabai sebakul sarat,
jalan ke bawah ada  dukuh;
Jangan abai orang melarat,
agar ukhwah semakin kukuh.",CG Karmin Abbas ,Program Pantun Museum Deli Serdang,Ukhwah,Nasihat,25
"Bunga melati di tepi paya,
Haiwan liar ada yang dijamu,
Berhati-hati di jalan raya,
Jangan dibiar ajal ditemu.",Afwan Nurhafiy ,Penggemar Pantun,Nasihat,Keselamatan di Jalan Raya,25
"Rumah adat rumah Palembang,
tiang banyak ragamnya panggung;
Peri kandidat jikalau sumbang,
tidaklah layak  diagung-agung.",CG Karmin Abbas,Program Pantun Museum Deli Serdang,Rumah Melayu,Adat Budaya,25
"Awak boleh kemudi pompong,
tidak betah bawak kereta;
Awak boleh duduk di kampong,
tidak betah duduk di kota.",CG Karmin Abbas ,Program Pantun Museum Deli Serdang,Betah,Gurau,25
"Petik jambu panjat dahulu,
sudah pasti enak dirasa;
Jasa ibu ingat selalu,
tidak henti menabur jasa. ",CG Karmin Abbas ,Program Pantun Museum Deli Serdang,Ibu,Nasihat,25
"Pucuk selasih helai-helaian,
sapukan minyak makan gamatnya;
Pattern masih tapak semaian
Bakal banyak hasil tuainya,",CG Karmin Abbas ,Deli Serdang,Maju,Harapan,25
"Hendak punggah seraga jering,
kulit liat isinya nikmat;
Orang gagah jikalau gering,
senyum lihat orang yang sihat.",CG Karmin Abbas ,Himpunan Pantun CG Karmin ,Pemimpin,Sokongan,25
"Amatlah rimbun si hutan jati,
gugur bertabur di rawa-rawa;
Usah timbun emas berpeti,
dalam kubur tidak dibawa.",Rany Puspita Sari,Program Pantun Museum Deli Serdang,Amal,Nasihat,25
"Amatlah rimbun si hutan jati,
daun bertabur di rawa-rawa;
Tak usah timbun emas berpeti,
ke alam kubur tidak dibawa.",Rany Puspita Sari,Program Pantun Museum Deli Serdang,,,25
"Ke kebun ingat kelapa muda,
minum separuh dengan selera;
Gelora semangat Sumpah Pemuda,
ke seluruh pelosok Nusantara;",Aldo syahputra,Workshop Pantun Pelajar SMK Panca Budi,Pahlawan,Semangat,25
"Merah ranum si buah malam
Banyak tumbuh di hutan jati
Murahkan senyum menghatur salam
Lisannya teduh  penyejuk hati",Rany Puspita Sari,Program Pantun Museum Deli Serdang,,,23
"Menoreh warna diatas senja;
Dalam goresan hitam dan putih;
Jadilah hidup untuk bersahaja
Agar mati menjadi bersih ",Muhdi Kurnia ,Program Pantun Museum Deli Serdang,Nasihat ,Pantun,20
"Tanah Melayu Tanah Bertuah
Muara pendatang seluruh negeri
Janganlah malu bertutur salah
Di masa datang koreksi diri",Rany Puspita Sari,Program Pantun Museum Deli Serdang,Pembelajaran,Pantun,21
"Tanah Melayu Tanah Bertuah
Muara pendatang seluruh negeri
Janganlah malu berbuat salah
Di masa datang koreksi diri",,Program Pantun Museum Deli Serdang,,,21
"Nangis nangis untuk di adegan
Nampil drama depan banyak orang;
Jangan berlagak gaya arogan,
Kalau tak berani pergi perang;",Alfan prihandiki,Workshop Pantun Pelajar SMK Panca Budi,Pahlawan,Nasihat,23
"Memancing pakai umpan cacing,
Cari cacing dekat tiang bendera;
Maju terus dengan bambu runcing,
Pantang mundur membela negara;",Alfan prihandiki,Workshop Pantun Pelajar SMK Panca Budi,Pahlawan,Semangat,22
"Menitis senja biasan mentari ;
merkah setitis menjelang kabut ,
indah seroja di waktu hari,
mengubat jiwa penuh serabut",Rizq Naufal,Penggemar Pantun,alam,tradisional,23
"Burung hinggap di atas kereta ; 
burung serindit punya petani,
berfikir dahulu sebelum berkata,
agar hidup aman harmoni",Fatih Zafran,Penggemar Pantun,pengajaran,tradisional,22
"Ikan diberi secubit roti,
Roti ditinggal di atas jeti;
Ibu bapa harus dihormati,
Agar hidup sentiasa diberkati
",Hafiz & Faiz,Penggemar Pantun,Nasihat,Keluarga,22
"Terang bersuluh api pelita ;
terangnya lagi bulan purnama ,
bersalam - salaman budaya kita ,
rakyat Malaysia bahagia bersama .",Nabil Naiem,Penggemar Pantun,rakyat,tradisional,23
"Bermain ping pong di pagi hari ;
melukis suasana penuh berseni ,
sifat sombong perlu dihindari ,
hidup bermakna aman harmoni",Farez Naufal,Penggemar Pantun,Nasihat,Tradisional,23
"Sihat ibu dan juga papa,
Disisi Ayu dipara-para;
Nasihat guru tidak dilupa,
Berkongsi ilmu bersama-sama.",Nur Aliya Gharsina ,Penggemar Pantun,Nasihat,,20
"Pergi ke tasik membawa joran ;
joran dibawa bersama permaidani ,
jagalah ukhuwah bersama jiran ,
supaya hidup aman harmoni.",Mukhlies Aliffi,Penggemar Pantun,Nasihat,Tradisional,21
"Buah tembikai dibelah-belah,
Dimakan bersama para mentara;
Tuntut ilmu janganlah lelah,
Kelak menjadi insan bitara.
",,Penggemar Pantun,,,21
"Buah tembikai dibelah-belah,
Dimakan bersama para mentara;
Tuntut ilmu janganlah lelah,
Kelak menjadi insan bitara.",,Penggemar Pantun,,,21
"Mandi manda di tepi perigi, 
Ternampak seekor labi - labi; 
Pesan ibu jagalah gigi,
Gula - gula tak boleh dijadikan hobi",Iffah,Penggemar Pantun,Nasihat,Moden,18
"Zalimnya engkau entah mengapa ;
terseksanya insan kian merana ,
mintalah maaf sebelum terlupa ,
nanti diminta di akhirat sana .",Afiq Asfar,Penggemar Pantun,Nasihat,Tradisional,22
"Semut berkawad berarak-arakkan,
Lalu membawa secebis nona;
Solat jangan kamu tinggalkan,
Takut kelak jasadmu merana.
",Lisa,Penggemar Pantun,Nasihat,Moden,21
"Sihat sungguh Si badan Papa,
Selalu bersenam bersama abang;
Nasihat guru janganlah lupa,
Berkongsilah ilmu janganlah sombong.",Nur Aliya Gharsina,Penggemar Pantun,Ilmu,,19
"Pagi hari beli air kelapa,
Ingin minum di dalam gua;
Dengarlah nasihat ibu bapa,
Kelak akan membantumu jua.",Dania,Penggemar Pantun,Nasihat,Moden,22
"Alam itu sangat berharga,
sungai penuh dengan bebatuan;
Selalu tegak penuh siaga,
menjaga persatuan dan kesatuan;",Hafizh Pratama Hasibuan ,Workshop Pantun Pelajar SMK Panca Budi,Pahlawan ,Nasihat ,23
"Kakek memotong dengan hati hati,
tak terasa jari tersayat;
Pahlawan tak akan pernah mati,
akan terkenang sepanjang hayat;",Hafizh Pratama Hasibuan ,Workshop Pantun Pelajar SMK Panca Budi,Pahlawan ,,22
"Ke pasar mengayuh sepeda,
singgah sebentar beli ikan;
Bukan sekedar harta dan benda,
nyawa pun engkau pertaruhkan,",Hafizh Pratama Hasibuan ,Workshop Pantun Pelajar SMK Panca Budi,Pahlawan ,,22
"Pagi ke siang makan bubur,
beli bubur perlu biaya;
Walau jasadmu telah terkubur,
namun semangatmu masih berjaya;",Hafizh Pratama Hasibuan ,Workshop Pantun Pelajar SMK Panca Budi,Pahlawan,Sukacita ,22
"Di Kota banten banyak tanaman,
Bila dijual jadi jutawan;
Jangan berlagak seperti preman,
Kalau tak berani bak pahlawan",Alfan prihandiki,Workshop Pantun Pelajar SMK Panca Budi,Pahlawan,Nasihat,23
"Hari minggu pergi memancing,
Mancingnya bersama saudara;
Maju dengan membawa bambu runcing,
Semangat empat lima bela negara",Aldo syahputra,Workshop Pantun Pelajar SMK Panca Budi,Pahlawan ,Semangat,22
"Lihat anak di sungai bengawan,
Nangis menjerit ingin berenang;
Selamat jalan para pahlawan,
Pengorbananmu akan terkenang;",Aldo syahputra,Workshop Pantun Pelajar SMK Panca Budi,Pahlawan,Sukacita,23
"Libur sekolah ke pulau seribu,
pulangnya singgah ke Pekanbaru;
Tidak takut tuk maju menyerbu,
mengusir penjajah berpeluru;",Aldo syahputra,Workshop Pantun Pelajar SMK Panca Budi,Pahlawan,Semangat,22
"Pergi ke pasar membelu paku,
Pulangnya singgah meminum jamu;
Terima kasih tuk pahlawanku,
Sungguh besar jasa dan pengorbanmu;",Aldo syahputra,Workshop Pantun Pelajar SMK Panca Budi,Pahlawan ,Pujian,22
"Pergi ke sungai mencari ikan,
Mencari ikan sama saudara;
Nama pahlawan pendidikan,
Bernama Ki Hajar Dewantara;",Aldi syahputra,Workshop Pantun Pelajar SMK Panca Budi,Pahlawan ,Tekateki,22
"Pagi pagi santai minum jamu,
Minumnya tepat di hari rabu;
Kami kagim dengan perjuanganmu,
Walau dengan bersenjata bambu;",Aldi syahputra,Workshop Pantun Pelajar SMK Panca Budi,Pahlawan,Pujian,23
"Masuk sekolah dibulan mei,
Membawa bekal untuk di makan;
Jasa pahlawan tak dihargai
Harta nyawa rela dikorbankan;",Aldi syahputra,Workshop Pantun Pelajar SMK Panca Budi,Pahlawan,Sindiran,23
"Hari buruh pada bulan Mei,
Hak buruh harus diperjuangkan;
Jasa pahlawan tidak dihargai,
harta dan nyawa rela dikorbankan;",Aldi syahputra ,Workshop Pantun Pelajar SMK Panca Budi,Pahlawan,Sukacita,23
"Membeli buah memakai uang,
Buah berbiji itu semangka;
Jangan lupap jasa para pejuang,
Hargailah jasa jasa mereka;",Aldi syahputra ,Workshop Pantun Pelajar SMK Panca Budi,Pahlawan,Nasihat,23
"Saat di sekolah gambar hewan,
Gambar ada jerapah dan gajah;
Terima kasih para pahlawan,
Kita merdeka dari penjajah;",Aldi syahputra ,Workshop Pantun Pelajar SMK Panca Budi,Pahlawan,Pujian,23
"
Rumah kita rumah berlaman
rapat-rapat ditepi kolam;
Kalau kita bertemu teman,
cepat-cepat ucapkan salam,
",Muhdi Kurnia,Program Pantun Museum Deli Serdang,Sahabat,Salam,25
"Siang terang makan buah nangka
Letak cawan kasih untuk angsa
Dari berperang hingga merdeka
Para pahlawan sangat berjasa",Indah kesuma,Workshop Pantun Pelajar SMK Panca Budi,Pahlawan ,,25
"Burung helang memburu nuri,
kuku kuat bagaikan besi;
Barang hilang janganlah dicari,
lekas buat laporan polisi.",CG Karmin Abbas ,Himpunan Pantun CG Karmin ,Hilang,Sindiran,25
"Tetangga sebelah punya mangga,
dijual harga lima belasan;
ketika dulu perang berlaga,
Sampai titik darah penghabisan;",Fathir ahmad pasha,Workshop Pantun Pelajar SMK Panca Budi,Pahlawan,Pujian,23
"Pulang kampung membawa armada,
bawa bingkisan berupa jenang;
Walau ragamu telah tiada,
namun namamu akan dikenang;",Fathir ahmad pasha,Workshop Pantun Pelajar SMK Panca Budi,Pahlawan,Pujian,23
"Ke rumah sakit untuk diobati,
dokternya cantik orang Betawi;
Pahlawan berjuang sampai mati,
untuk harumkan ibu pertiwi;",Fathir ahmad pasha,Workshop Pantun Pelajar SMK Panca Budi,Pahlawan,Nasihat,23
"Lihat penemu menimba ilmu,
tidak ingat waktu sampai letih;
Sungguhlah besar pengorbananmu;
Untuk sang bendera merah putih;",Fathir ahmad pasha,Workshop Pantun Pelajar SMK Panca Budi,Pahlawan,Pujian,23
"Pergi sekolah mencari ilmu,
Tamat sekolah jadi alumni;
Terima kasih atas jasamu,
Akan ku jaga negara ini;",Fathir ahmad pasha,Workshop Pantun Pelajar SMK Panca Budi,Pahlawan,Pujian,23
"Jalan jalan melihat hewan,
melihat hewan bernama gotila;
Mari terapkan rasa persatuan,
dengan mengamalkan pancasila;",Rizqi dermawan,Workshop Pantun Pelajar SMK Panca Budi,Pahlawan,Ujian,20
"Main ke taman mencari kembang,
di taman berjumpa dengan angsa;
Terima kasih para pejuang,
rela mati demi bangsa;",Rizqi dermawan,Workshop Pantun Pelajar SMK Panca Budi,Pahlawan,Ujian,16
"Main ke taman mencari kembang,
di taman berjumpa dengan angsa;
Terima kasih para pejuang,
rela mati demi bangsa;",,Workshop Pantun Pelajar SMK Panca Budi,,,16
"Membuat manisan dari buah salak,
dijual dengan macam-macam harga;
Jadi anak berbaktilah pada ibu bapak,
agar kelak bisa masuk surga;",M Rizqi Dermawan,Workshop Pantun Pelajar SMK Panca Budi,Berbakti,Ujian,15
"jalan jalan ke banda neira
jangan lupa beli gelang
walaupun ragamu sudah tiada
tapi jasamu tetap dikenang",Nanda alisa putri ,Workshop Pantun Pelajar SMK Panca Budi,pahlawan,semangat,14
"siang siang makan bakwan
minum nya sirup kurnia
sungguh besar jasa pahlawan
untuk membela negara indonesia",Nanda alisa putri ,Workshop Pantun Pelajar SMK Panca Budi,pahlawan,semangat,16
"Pergi ke warung membeli cawan,
setelah itu mampir ke desa;
Salut tuk perjuangan pahlawan,
perjuangannya sangat berjasa;
",Syaiful khusni,Workshop Pantun Pelajar SMK Panca Budi,Pahlawan,Pujian,23
"minum kopi sambil debat
suci lewat membawa angsa
kita harus menjadi hebat
untuk menjadi penerus bangsa",Nanda alisa putri ,Workshop Pantun Pelajar SMK Panca Budi,pahlawan,semangat,18
"di jalan banyak polusi
sampai simpang jumpa alumni
salah satu pahlawan revolusi
ya jendral ahmad yani",Nanda alisa putri ,Workshop Pantun Pelajar SMK Panca Budi,pahlawan,semangat,17
"Pak Rahmat sedang mengasah parang,
sambil memandang cantiknya awan;
Jangan berlagak gagah yang garang,
Kalau tak berani bak pahlawan;",Hafizh Pratama Hasibuan ,Workshop Pantun Pelajar SMK Panca Budi,Pahlawan ,Nasihat ,23
"kepasar bersama si kawan
sampai pasar jumpa nyonya
terimakasih kepada para pahlawan
karena sudah membela bangsa",Nanda alisa putri ,Workshop Pantun Pelajar SMK Panca Budi,pahlawan ,semangat,16
"Main ditaman mencari kumbang,
ditaman jumpa dengan angsa;
Terima kasih para pejuang,
rela mati matian demi bangsa:",M Rizqi Dermawan ,Workshop Pantun Pelajar SMK Panca Budi,Pahlawan,Ujian,20
"Kepasar cari buah Kuini,
kuininya dekat pohon pala;
Hari ini tanggal Satu Juni,
hari lahirnya pancasila;

",M Rizqi Dermawan Lubis,Workshop Pantun Pelajar SMK Panca Budi,Pahlawan,Ujian,21
"Pak Rahmat sedang mengasah parang,
sambil memandang cantiknya awan;
Jangan berlagak gagah yang garang,
Kalau tak berani bak pahlawan;",Hafizh Pratama Hasibuan ,Workshop Pantun Pelajar SMK Panca Budi,Pahlawan,Nasihat ,23
"Memberi minum pada paduka,
memberi minum dengan rahasia;
Walaupun kita sudah merdeka,
jangan lupa pahlawan Indonesia;",Nazlishah,Workshop Pantun Pelajar SMK Panca Budi,Pahlawan,Pujian,22
"Bermain musik bersama kucing,
si kucing mulai merusak gitar;
Meski menggunakan bambu runcing,
Pejuang tak takut dan tak gentar;",Nazlishah,Workshop Pantun Pelajar SMK Panca Budi,Pahlawan,Pujian,23
"Melihat lampu mulai meredup,
Jangan lupa untuk memeriksa;
Tidak peduli kerasnya hidup,
karena kita harapan bangsa;",Nazlishah,Workshop Pantun Pelajar SMK Panca Budi,Pahlawan,Nasihat,23
"Jumpa kekasih menyusun bangku,
lihat celah menemukan benda;
Terima kasih tuk pahlawanku;
sebab telah melawan belanda;",Nazlishah,Workshop Pantun Pelajar SMK Panca Budi,Pahlawan,Pujian,25
"Melihat ayam sedang dikejar,
Ayam dikejar oleh si angsa;
Haruslah gigih kita belajar,
Agar menjadi harapan bangsa;",Alfia Sani arifin,Workshop Pantun Pelajar SMK Panca Budi,Pahlawan,Nasihat,23
"Ke pasar sore membeli kancil,
Tak lupa juga membeli cawan;
Walau memang badan terlihat kecil,
Tetapi hatiku jiwa pahlawan;",Alfia Sani arifin,Workshop Pantun Pelajar SMK Panca Budi,Pahlawan,Pujian,23
"Kalau beringas jangan sembarang,
saat sembarang akan di buang;
Jangan pura pura gagah dan garang,
jika tak berani bak pejuang;",Alfia Sani arifin,Workshop Pantun Pelajar SMK Panca Budi,Pahlawan,Nasihat,22
"Tinta hitam tulis di atas buku
Buku dibawa oleh relawan
Sangatlah kelam nasib hidupku
Karena sedih rindu pahlawan",Alfia Sani arifin,Workshop Pantun Pelajar SMK Panca Budi,Pahlawan,Sukacita,22
"Simpan emas di dalam peti
Agar emas tidak dicuri
Perintah Allah hendaklah dituruti
Aurat dijaga mulia diri",,Penggemar Pantun,,,22
"Indahnya bunga tidak  ku duga ;
Cantiknya seri sinarnya mentari,
Biarpun hidup sering diduga,
Cekalkan hati tempuhlah hari
",Farez Riduan ,Penggemar Pantun,Nasihat,Moden,22
"pokok pisang berbuah sekali,
masak setandan di atas peti;
kalau adik bijak sekali,
buah apakah yang berbuah sekali",,Penggemar Pantun,,,19
"Duduk santai lihat langit biru
Sambil makan cemilan mayora
Pejuang berani tak bawa peluru
Bawa bambu demi membela negara",Nazwa mariska panjaitan,Workshop Pantun Pelajar SMK Panca Budi,Pahlawan,Pujian,23
"Membeli bunga di pasar pekan,
Bunganya jenis kembang sepatu;
Pahlawan tak akan tergantikan,
akan terkenang sepanjang waktu;",Nazwa mariska panjaitan,Workshop Pantun Pelajar SMK Panca Budi,Pahlawan,Pujian,23
"indah sungguh sawah padi,
Tempat orang mencari ikan,
Elok- elok menanam budi,
Agar terhindar segala kejahatan",,Penggemar Pantun,,,16
"Pulau Tidore ada di maluku,
masyarakat Maluku serbabisa;
Engkau pemberani pahlawanku,
Tidak takut mati demi bangsa;",Nazwa mariska panjaitan,Workshop Pantun Pelajar SMK Panca Budi,Pahlawan,Pujian,23
"Di tepi pantai jumpa kerang,
pantainya berada di belawan;
Jangan berlagak gagah dan garang
jika tak ada nyali kayak pahlawan",Nazwa mariska panjaitan,Workshop Pantun Pelajar SMK Panca Budi,Pahlawan,Nasihat,22
"Ke singapura jumpa sastrawan,
minta puisi bertema romansa;
Sungguh besar pengorbanan pahlawan,
rela bersimpah darah demi bangsa;",Indah Kesuma,Workshop Pantun Pelajar SMK Panca Budi,Pahlawan,Pujian,22
"Siang siang makan buah semangka,
semangka panen di hari selasa;
Dari berperang hingga merdeka,
para pahlawan sangat berjasa;",Indah Kesuma,Workshop Pantun Pelajar SMK Panca Budi,Pahlawan ,Pujian,23
"Sungguh manis si buah tomat,
Tomat Makan di waktu siang
Tundukkan kepala dengan khidmat,
berdoa untuk para pejuang;",Indah Kesuma,Workshop Pantun Pelajar SMK Panca Budi,Pahlawan,Nasihat,23
"Burung nuri terbang ke banyuwangi
hinggap di dahan yang banyak duri;
Perjuanganmu tidak tertandingi,
selalu terkenang di dalam diri;",Indah Kesuma,Workshop Pantun Pelajar SMK Panca Budi,Pahlawan,Pujian,21
"Ke pasar membeli bengkuang
bengkuang untuk cenderamata
Sungguh besar jasa pejuang,
untuk Indonesia tercinta;",Indah Kesuma,Workshop Pantun Pelajar SMK Panca Budi,Pahlawan,Pujian,23
"Langit malam diterangi bintang,
Membalut dunia sunyi sepi;
Nikmat dunia hanya sekarang,
Nikmat akhirat kekal abadi.",,Penggemar Pantun,,,19
"Burungnya kecil berparuh tajam, 
sudahlah panjang ekornya lebar;
Kasih dicicil celik ke pejam,
berjenjang-jenjang ditongkat sabar.",CG Karmin Abbas,FESDAYA '22,Kasih,Inspirasi,25
"Kalau sekuku umbi lengkuas,
naik aroma rasanya hebat;
Jikalau buku bertemu ruas,
baru saksama kita berdebat.",CG Karmin Abbas,FESDAYA '22,Saksama,Nasihat,25
"Tunasnya baru bukanlah lama,
tanam sebidang tanahnya luas;
Kalaulah baru kena selsema,
segera hidang air lengkuas.",CG Karmin Abbas,FESDAYA '22,Rawatan,Nasihat,25
"Banyak bentulu di dalam rimba
jeram berdebur kala mendaki; 
Jika selalu gunakan herba,
jadi penyubur kaum lelaki.",CG Karmin Abbas,FESDAYA '22,Rawatan,Nasihat,25
"Cantik sungguh si bunga matahari
Tumbuh indah di pasu siti
Nasihat ibubapa haruslah didengari
Agar hidup kita dirahmati ",,Penggemar Pantun,,,17
"Padi muda jangan dilurut,
Kalau dilurut patah batangnya;
Hati muda jangan diturut,
Kalau diturut susah datangnya.",Ariyana,Penggemar Pantun,Nasihat,tradisional,23
"Dinasihati oleh sebuah seloka,
Bersama kemerduan suara Nyoya;
Membawa semangat jiwa merdeka, 
Semarak jaya kita warganya.",Ariyana,Penggemar Pantun,Kemerdekaan,moden,16
"Dinasihati oleh sebuah seloka,
Bersama kemerduan suara Nyonya;
Membawa semangat jiwa merdeka,
Semangat jaya kita warganya.",Ariyana,Penggemar Pantun,Kemerdekaan,moden,18
"Harum semerbak bunga di taman,
Dipetik sekuntum oleh Dahila;
Rajin-rajinlah berbuat kebaikan,
Akhirnya dibalas pahala.",manis,Penggemar Pantun,nasihat,Tradisional ,19
"Pulang ke kampung membawa halwa, 
Halwa dibawa untuk santapan nyonya
Pilihlah pemimpin yang berwibawa, 
Silap pangkah buruk padahnya",,Penggemar Pantun,,,21
"Pokok pegaga banyak khasiatnya,
Menyembuhkan parut dan juga luka;
Dalam belajar rajinlah bertanya,
Agar lebih banyak ilmu diteroka.",Aisya Amira ,Penggemar Pantun,Adab dan Budi,Nasihat,22
"Pokok kelapa pokok ru,
Tumbuh renek di tepi pantai;
Mahu belajar hendaklah berguru,
Agar menjadi insan yang pandai.",,Penggemar Pantun,,,16
"dekatkan telinga di tepi tingkap,
kedengaran hujan sedang merintih;
kerja perlu sentiasa cekap,
walau sekalipun kita letih.",Adilah Hannani,Penggemar Pantun,nasihat,tradisional,23
"sungguhpun langit memegang banyak rahsia,
pembelajaran bukanlah suatu perkara yang sia-sia;
merenung cuaca yang kian redup,
ilmu itu umpama pelita hidup.",Adilah Hannani,Penggemar Pantun,nasihat,tradisional,9
"Ada anak nyanyi dengan riang,
Bernyanyi di hotel arya duta;
Jangan lupakan jasa pejuang,
hargailah jasa pahlawan kita;",M. Satria Aditya,Workshop Pantun Pelajar SMK Panca Budi,Pahlawan,Nasihat,22
"Burung helang terbang tinggi,
Mencari mangsa di pagi hari;
Perkara negatif membawa rugi,
Hidup binasa kita hindari

",Farha Nadia,Penggemar Pantun,Nasihat,Tradisional,19
"Jalan jalan melihat si kera,
janganlah lupa ke batu bara;
Kalau kamu cinta sama negara,
Marilah pertahankan negara;",M. Satria Aditya,Workshop Pantun Pelajar SMK Panca Budi,Pahlawan,Nasihat,22
"Pergi kepajak membeli kerang,
Pulang pajak ketemu si kawan;
Jangan berlagak gagah yang garang,
Kalau tak berani Seperti pahlawan;",M. Satria Aditya,Workshop Pantun Pelajar SMK Panca Budi,Pahlawan,Nasihat,22
"Pedagang merantau dengan berlayar,
Berdagang barangan sambil bercuti;
Kalau hutang wajib dibayar, 
Kalau janji wajib ditepati. ",Nabilah,Penggemar Pantun,Nasihat ,Tradisional ,22
"Bunga Raya mekar setaman, 
Indah terbang Si Rama-rama,
Jika damba negara yang aman,
Amalkan budaya bekerjasama.",,Penggemar Pantun,,,22
"waktu petang dihidangkan teh herba,
kisah permulaan zaman remaja;
sambil menikmati ayah tiba,
akhirilah zaman ini dengan teruja.",Farha Nadia bt. Haimahnizan ,Penggemar Pantun,zaman remaja,4 kerat ,18
"Makan di pantai bersama kawan,
Sambil membawa peliharannya;
Mengenang selalu jasa pahlawan,
Dengan cara mengharumkan namanya.",windi wulandari ,Workshop Pantun Pelajar SMK Panca Budi,pahlawan ,semangat ,23
"Busana katun gaya Makassar,
sungguh berantun nampak selesa;
Orang berpantun rimanya kasar,
kita berpantun elok bahasa.",CG Karmin Abbas,Workshop Pantun Pelajar SMK Panca Budi,Pantun,Nasihat,25
"
Gadis kecil melihat kumbang,
dia binggung lalu bertanya;
Terimakasih para pejuang,
rela berkorban demi bangsanya.",Andini Puspita wulandari,Workshop Pantun Pelajar SMK Panca Budi,pahlawan,,21
"Pulang sekolah main gitar,
bermain gitar dengan tenang;
Kalau kamu memanglah pintar,
sebut pahlawan darah minang;",muhammad zidan damanik,Workshop Pantun Pelajar SMK Panca Budi,pahlawan,teka-teki,23
"Di berastagi jumpa wartawan,
singgah kejap makan sayur paku;
Terima kasih para pahlawan,
hingga harum di tanah air ku;",muhammad zidan damanik,Workshop Pantun Pelajar SMK Panca Budi,pahlawan,pujian,23
"Di kutub utara ada beruang,
beruang me nge luar kan suara;
Sungguh besar jasa pejuang,
rela mati demi membela negara.",Nazwa Mariska Panjaitan ,Workshop Pantun Pelajar SMK Panca Budi,Pahlawan,Semangat,20
"Pak bayu pergi memancing ikan,
perginya bersama pak dayat;
Pahlawan tidak akan terlupakan,
akan terkenang sepanjang hayat.",Nazwa Mariska Panjaitan ,Workshop Pantun Pelajar SMK Panca Budi,Pahlawan,Semangat,21
"Di tepi pantai ada kerang,
pantainya berada di belawan;
Jangan berlagak gagah dan garang,
jika tidak seberani pahlawan.",Nazwa Mariska Panjaitan,Workshop Pantun Pelajar SMK Panca Budi,Pahlawan,Semangat,21
"Anak pak camat mandi di hulu
Pulang dari hulu ada tamu
Kartini memintakan wanita dulu
Wanita sekarang harus berilmu
",Nazwa Fahira,Workshop Pantun Pelajar SMK Panca Budi,Pahlawan,Nasihat,22
"Pergi Jalan jalan mencari kawan,
main dengan kawan sampai baju kotor;
Mari kita kenang jasa pahlawan,
Lalu kita tumbangkan para koruptor.",Dimas Fahrezy,Workshop Pantun Pelajar SMK Panca Budi,pahlawan,Semangat,21
"Buah durian kulitnya tebal,
rasanya enak jadi rebutan;
Ini sungguhan bukannya gombal,
datang ke Medan amat berkesan.",Anies Rasyid Bawwedan,Instagram Anies Rasyid Baswedan,Durian,Pantun Jual,21
"Ini bukan sembarang durian,
Ini durian toko si Bolang;
Malam Minggu jangan sendirian,
Nanti galau tidak kepalang.",Anies Rasyid Bawwedan,Instagram Anies Rasyid Baswedan,Durian,Pantun Jual,22
"Buah durian masak di dahan,
dipetik tiga jatuh terpencar;
Kalau lagi nggak ada kerjaan,
tuliskan pantun kamu di komentar.",Anies Rasyid Bawwedan,Instagram Anies Rasyid Baswedan,Durian,Pantun Jual,19
"Luas terbentang berbaris-baris,
sembang di tepi indahnya taman;
Minum petang di Pantai Pasir Ris,
sambil kecapi udara nyaman.",CG Karmin Abbas ,HImpunan Pantun CG Karmin ,Riadah,Riadah,25
"balon ringan diberi pertanda,
melihat badak di depan itu;
sholat jangan ditunda tunda,
 kita tidak tau kematian itu.",windi wulandari ,Workshop Pantun Pelajar SMK Panca Budi,,,23
"Jalan jalan malam ke sumatra,
paginya sambil melihat gajah;
Siapa pahlawan di sumatra,
Yang berperang melawan penjajah.",windi wulandari ,Workshop Pantun Pelajar SMK Panca Budi,pahlawan ,semangat ,23
"malam malam membeli cemilan,
Sambil melihat si cowo tampan;
Ilmu boleh sedikit ketinggalan,
Tapi jangan sampai putus harapan.",windi wulandari ,Workshop Pantun Pelajar SMK Panca Budi,motivasi,semangat ,23
